id,count
00b056e4ec931281dd184fe87f984c69,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
00b55318b6f4b7604ec7905f4009e6ea,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
00b7a6c791250f56a521e8a76975e184,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
00c1830f69a88ebbd8a29cb572dbb7cd,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0]"
00d790f03d7930f3a1444b057de14a9c,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
00dac8d9f5deccc6244a8d1cc464936c,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]"
00e3897274a220c45334a44941029b2c,"[3, 3, 2, 1, 3, 2, 5, 1, 5, 5, 4, 1, 1, 3, 2, 3, 1, 4, 2, 8, 2, 4, 1, 3, 4, 5, 1, 0, 0, 4, 0, 5, 2, 2, 1, 1, 1]"
00ed3fa23c129a934283e0b5a4b69a8c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
00fa872ee27aec119b0d0a119b4084aa,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01057c1ac6deeb87e5a4590f2a709e20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0106c4b2a05496d0cda370cbc4f70e49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0108c1bf500334eb67ffefe7138733bc,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 2, 1]"
010ca6d60b7f30f1289bb2ee85f76e60,"[2, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 2, 0, 0, 3, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
011275c7674ea11ab38cd36298859067,"[4, 1, 3, 2, 2, 5, 5, 5, 5, 5, 2, 4, 3, 4, 2, 3, 3, 4, 1, 4, 3, 5, 4, 2, 2, 5, 3, 4, 2, 2, 1, 0, 2, 1, 2, 2, 4]"
012712d1410b214514448e44e46eb9e6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
012a69612dae5e2f41e5c96bcceae769,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01362736dd98e0710ef228248b20ce02,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0138ed938fb65e187416a943f02d7541,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 3, 2, 0, 0, 0, 3, 0, 0, 1, 1, 2, 0, 1, 0, 2, 2, 3, 1, 1, 1, 1, 0, 1, 0, 7, 2]"
013b5bc746af7064c39ce54f798594c2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
014e5c5abc3f2adfbedec793b76eca54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0159d9a9c7b322f1c9ac303d5971ed02,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0168a52a08bbaa6b573afc13578d9304,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
016fa2cbe726cb58574a00bddc2cc098,"[2, 1, 4, 1, 4, 1, 4, 1, 3, 4, 4, 5, 2, 2, 3, 3, 8, 2, 5, 3, 4, 2, 2, 4, 3, 3, 4, 2, 0, 2, 2, 3, 1, 5, 3, 2, 2]"
0173fc16b4d5cb3f8ebcae82781c49d9,"[1, 2, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 3, 0]"
017a02a41d76055d5e54e2d79b436faf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
017f039c9afcd16e8e59dc52dba07c19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
018afd1298c1a56b25eb4f6c0ab8dc7d,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
0193a95d6043e4e24580ced4e3888819,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 3, 1, 1, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 5, 0, 0, 1, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0]"
01988bd53a0beacdd8c6ae676c44fbdd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
019e9097b61010fb39fe8c81caff0f21,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01a69c73f70d866f5ed4ce1a2d449c9c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01a7520bc40ce66ee0c0a129ca34b88e,"[3, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 2, 3, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 1, 0, 0, 3, 1]"
01c24115fa70f9c9237b95ff52960998,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01c51988641f656affcccba10bbc258c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01dbb0ea44f33060a868889f3a918b9f,"[0, 1, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]"
01e10579789d36f30ab06eaaf3408949,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01ea4e3fd78498f61ccc8f2e636e1598,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
01fbaa817e847a643299d2c595c285fb,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0]"
01ff086a62efafa0899dac624454df76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
020cc4c8ae61b8d4768e62bad5da6486,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
021772d8915fa51d03f7e101d48ad213,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
021d60add54b06ea836912066b4177cf,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0]"
022df2139a81dad9bcf51e0f01fad5c3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
02419f10ff852a1b5c86543255690c12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0245b66242f026dec8a02b0166e6cf2d,"[0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1]"
02464d8d2afa473b8ff5321ddbecb3e7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
025fb33113d44083fe8680a892b58f0b,"[1, 2, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 1, 1, 1, 2, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1]"
0271f879d38830b9884d0e2d57f376c2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0289ca8278c500d352d3b2716a9d221d,"[2, 2, 1, 1, 2, 1, 1, 1, 0, 2, 0, 1, 2, 1, 2, 4, 1, 2, 0, 2, 1, 1, 0, 2, 1, 1, 2, 1, 3, 1, 0, 1, 1, 0, 0, 2, 0]"
02a9dd636a5acfe472aac2cd4130232d,"[1, 1, 0, 2, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 3, 1, 2, 0, 0, 1, 3, 0]"
02b9b4f869b1e3335b7dfe243f4d305a,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
02d554d70c6c2e59aeeec690367f2ec5,"[0, 3, 1, 0, 2, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 2, 2, 0, 2, 1, 2, 0, 0, 2, 0, 1, 0, 1]"
02ddb44974e2a4f256df5a734b913f1e,"[2, 2, 1, 0, 1, 2, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 2, 6, 1, 0, 1, 1, 2, 3, 2, 2, 0, 0, 1]"
02e050d417efbc3573fb814c183de101,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
02f2eb4210653e4a8992d6a2d6208616,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0321ec7e163ccd09139754df18e976dd,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 3, 0, 0, 0, 1, 0]"
0325e4c47ae1f644a9c1389acd663273,"[1, 0, 2, 1, 2, 1, 4, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 1, 2, 0, 0, 2, 1, 0, 2, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0]"
03458178badef63e266d8491b83ab0cf,"[0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]"
0353559c309a13551b427c2137ffc5b5,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0]"
036c01299abe6bb55e3b2cb54328d51b,"[0, 0, 0, 0, 1, 0, 1, 0, 2, 1, 3, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 5, 1, 2, 3, 2, 1, 0, 1, 1, 2, 1, 0, 0, 1, 0]"
036c44b578b6f35400e7eca33a9521c1,"[0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 3, 1]"
036dbbcb343b2d9144be9214029d525f,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
036f4c879ddfc271e760b8807c3126df,"[2, 2, 3, 5, 1, 7, 2, 4, 1, 1, 3, 1, 1, 0, 2, 0, 1, 1, 1, 2, 2, 2, 2, 1, 0, 3, 7, 3, 1, 1, 1, 2, 3, 2, 0, 0, 0]"
0385113dcb86a960346f3941f86febe9,"[3, 5, 2, 8, 3, 4, 1, 5, 6, 2, 5, 6, 5, 8, 2, 3, 1, 1, 3, 3, 3, 2, 1, 6, 4, 5, 4, 2, 4, 4, 4, 9, 3, 6, 2, 5, 3]"
039dae0caba95e427133e4d0451b8f0a,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
03c452f52007d0ac903a975716f9c076,"[1, 0, 2, 2, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 3, 2, 3, 0, 2, 1, 3, 2, 0, 2, 2, 1, 0, 1, 0]"
03f1c86bc8d135476b0ad6b64e120bf6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
040181de9921e463641da819b7b417b4,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1]"
041ecff346384422dafc9647c14ce03b,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
042357b22b1ab76a96f85ed96118f505,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
042b66110898457beb73f45a1a856cbf,"[1, 2, 2, 1, 5, 2, 3, 3, 0, 0, 4, 4, 0, 1, 2, 3, 2, 1, 2, 1, 1, 1, 5, 2, 1, 1, 1, 3, 0, 0, 0, 1, 1, 2, 0, 1, 0]"
0434631c74c9d30152bf5164b92bfb56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0437a75af7b3e650b4381bdd7a93f4a1,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]"
04435ed38e53c99d6dd7e16f15464b38,"[15, 14, 20, 11, 8, 22, 7, 12, 10, 11, 7, 13, 11, 13, 16, 8, 16, 11, 8, 10, 10, 12, 12, 14, 9, 18, 15, 8, 7, 9, 8, 6, 14, 11, 7, 14, 18]"
0449a0e685fd8b9508e10e2a2e560be5,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
045d7e03c12071ff24e43301b7818570,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
048624d00f7b0795cd0cf369104ea5b3,"[2, 2, 8, 0, 6, 2, 3, 3, 3, 3, 3, 1, 5, 5, 5, 5, 1, 4, 4, 6, 1, 2, 7, 2, 3, 0, 4, 3, 2, 2, 1, 4, 1, 5, 3, 4, 2]"
04883b285c58010d7bf309a4d3e61b86,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
048e4574131aed36c0652cc117e6d920,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0491e2b6c2c19ba8ebb245b5ca1653b7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
049e9ee257276e81750b163f1c1485f3,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
04a301b67d4ac4285ee3d99cb6089cdf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
04c55c6d92095971c0e350fdfb48c227,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
04ce148abbce7808d8a3bd526625a1e9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
04dd44923c8711815cff2d29050c9ada,"[0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 2, 2, 2, 0, 1, 1, 0, 0, 1, 3, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0]"
04f0a3619828ae3017f3670a773fee4e,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
050cbb7b439298a5d6234aac6a1df950,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
051568c81cbe4b8b46a835244392deb6,"[0, 3, 1, 5, 3, 3, 1, 3, 4, 4, 1, 1, 3, 3, 2, 4, 2, 3, 0, 3, 1, 3, 2, 2, 1, 3, 2, 0, 3, 2, 2, 1, 2, 4, 1, 2, 6]"
052cf00ec460de5a363ab61299823c8b,"[5, 2, 3, 5, 4, 4, 1, 3, 2, 3, 2, 4, 4, 3, 0, 6, 2, 1, 4, 3, 2, 3, 2, 4, 4, 3, 3, 3, 0, 3, 2, 0, 3, 1, 2, 1, 0]"
0539c46baf0e75cd00a573ba9d69f5b1,"[3, 0, 0, 1, 1, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
053e21c75c42b1e10e7386fc588a7401,"[0, 0, 0, 2, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 1, 0]"
05450fbbc74d4d28607be3fe59c3faa4,"[2, 5, 1, 0, 1, 1, 2, 3, 4, 2, 1, 1, 2, 3, 2, 6, 2, 3, 2, 2, 2, 1, 5, 0, 2, 1, 1, 3, 1, 1, 5, 2, 1, 1, 0, 1, 1]"
